sentence,sentiment
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #921),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #451),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2816),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5322),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #342),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #19),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1888),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4744),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #226),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #9),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2777),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #416),0
Chương trình học bình thường (mẫu UIT-VSFC #1298),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5130),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1276),2
Chương trình học bình thường (mẫu UIT-VSFC #1268),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #308),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #530),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #694),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6506),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1181),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5803),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2537),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1579),0
Môn học không khó không dễ (mẫu UIT-VSFC #815),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2108),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6230),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2117),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2879),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #438),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1532),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #127),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1966),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5376),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4743),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4187),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2249),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3461),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4939),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3350),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #126),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #898),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #143),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6476),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3613),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #745),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5054),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2016),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1355),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #41),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4641),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1817),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1496),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5656),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1865),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1777),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3532),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4476),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #168),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1326),1
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #814),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1340),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #330),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #642),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4459),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1337),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #816),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #446),1
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1724),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2550),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #862),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1392),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #92),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2682),0
Chương trình học bình thường (mẫu UIT-VSFC #878),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5106),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6063),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2579),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5586),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #733),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #261),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6164),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3525),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2074),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1504),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #503),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2325),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1141),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6567),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2661),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2348),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2973),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #101),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5752),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5568),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5063),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4478),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2956),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #880),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4382),2
Giảng viên có thái độ không tôn trọng sinh viên khi hỏi bài.,0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #431),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2504),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #376),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #510),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2573),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #413),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3706),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2789),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1567),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1883),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6023),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2496),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5737),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1774),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3675),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1283),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2536),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3486),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1696),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2851),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1657),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5762),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5120),2
Chương trình học bình thường (mẫu UIT-VSFC #1288),1
Chương trình học bình thường (mẫu UIT-VSFC #848),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #843),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #312),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5794),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #931),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2003),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5401),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2585),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2584),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2991),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #983),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2498),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2132),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6106),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1583),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #458),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #982),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1399),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1036),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1100),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1153),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2501),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6133),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4177),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #606),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #375),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5121),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1558),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #198),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6533),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #813),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5554),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #162),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3744),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #781),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #429),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3523),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2416),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1314),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1625),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #431),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #243),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1665),0
"Thầy không có kỹ năng giao tiếp tốt, làm sinh viên khó tiếp cận.",0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4832),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2075),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #111),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6241),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5328),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2367),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1040),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #552),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4506),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2068),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1077),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2431),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #290),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5278),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1324),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1205),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #650),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1415),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1769),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #367),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6581),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1230),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #997),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #511),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #887),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1289),1
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1926),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #711),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #401),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3630),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1637),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #788),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1787),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #50),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1791),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5932),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #727),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1185),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1042),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1863),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2002),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #280),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2077),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #859),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4348),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2855),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #259),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5305),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #3030),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3899),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5870),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #244),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2160),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #423),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1802),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2859),2
Chương trình học bình thường (mẫu UIT-VSFC #808),1
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #731),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2130),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2371),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4543),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #47),2
Chương trình học bình thường (mẫu UIT-VSFC #88),1
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1453),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #902),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3818),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3539),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2990),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3395),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2463),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1327),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3363),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2633),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2064),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3991),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1631),1
"Cô giảng bài có hệ thống, logic, dễ ghi chép và ôn tập lại.",2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #350),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #107),1
Chương trình học bình thường (mẫu UIT-VSFC #1238),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1502),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #833),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2002),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3110),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4521),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6524),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #993),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5877),2
